Date,Open,High,Low,Close,SP,Chg,%Chg,Vol,OI,Series,Expiration,Day to expire,ATM premium,+/-1 OTM premium,atr,tr,atm_tv
2020-01-15,1067.5,1069.3,1062.5,1064.4,1064.5,-7.3,-0.0068,152343.0,308214.0,H20,2020-03-30,75d,41.6,21.7,9.835714285714305,6.7999999999999545,31.000000000000092
2020-01-16,1065.6,1075.0,1064.0,1072.6,1072.8,8.3,0.0078,158172.0,305427.0,H20,2020-03-30,74d,40.3,20.2,10.007142857142883,11.0,37.899999999999906
2020-01-17,1076.0,1079.2,1074.3,1077.0,1077.0,4.2,0.0039,119198.0,309023.0,H20,2020-03-30,73d,39.5,19.4,9.750000000000032,4.900000000000091,37.5
2020-01-20,1076.8,1076.8,1068.1,1069.7,1069.9,-7.1,-0.0066,149417.0,309554.0,H20,2020-03-30,70d,39.3,19.3,9.985714285714314,8.700000000000045,34.00000000000004
2020-01-21,1065.5,1068.0,1060.1,1060.4,1060.5,-9.4,-0.0088,175914.0,331458.0,H20,2020-03-30,69d,40.0,19.7,9.478571428571465,7.900000000000091,29.59999999999991
2020-01-22,1062.1,1064.5,1057.1,1060.7,1060.5,0.0,0.0,166388.0,343044.0,H20,2020-03-30,68d,39.8,19.5,8.985714285714332,7.400000000000091,29.09999999999995
2020-01-23,1056.1,1060.3,1054.0,1058.3,1058.5,-2.0,-0.0019,121237.0,338445.0,H20,2020-03-30,67d,37.5,19.0,8.850000000000039,6.2999999999999545,29.200000000000045
2020-01-24,1059.8,1061.7,1054.5,1054.8,1055.3,-3.2,-0.0,110928.0,336979.0,H20,2020-03-30,66d,38.1,18.1,8.378571428571458,7.2000000000000455,33.30000000000005
2020-01-27,1043.0,1044.5,1014.5,1016.7,1017.3,-38.0,-0.04,281482.0,338910.0,H20,2020-03-30,63d,42.9,23.0,9.642857142857176,30.0,34.600000000000044
2020-01-28,1011.6,1025.8,1007.4,1013.8,1013.2,-4.1,-0.0,265040.0,328354.0,H20,2020-03-30,62d,43.8,25.2,10.178571428571454,18.399999999999977,32.59999999999995
2020-01-29,1022.0,1024.5,1011.2,1024.0,1024.1,10.9,0.0108,251165.0,323707.0,H20,2020-03-30,61d,41.6,22.1,10.428571428571454,13.299999999999955,40.6
2020-01-30,1018.0,1021.8,1013.6,1018.8,1018.9,-5.2,-0.0051,188445.0,335807.0,H20,2020-03-30,60d,41.8,23.1,10.450000000000014,8.199999999999932,35.59999999999995
2020-01-31,1023.0,1024.5,1012.4,1012.4,1013.2,-5.7,-0.0056,157117.0,338157.0,H20,2020-03-30,59d,42.5,23.3,10.864285714285732,12.100000000000023,30.100000000000023
2020-02-03,1010.5,1013.4,999.9,1001.6,1001.4,-11.8,-0.0116,234845.0,331594.0,H20,2020-03-30,56d,43.3,20.5,11.121428571428583,13.5,41.699999999999974
2020-02-11,1027.8,1029.8,1016.3,1017.7,1017.7,-5.9,-0.0058,156824.0,337835.0,H20,2020-03-30,48d,38.3,19.5,11.600000000000014,13.5,31.000000000000043
2020-02-12,1019.3,1032.4,1018.1,1028.6,1028.2,10.5,0.0103,185692.0,342849.0,H20,2020-03-30,47d,36.1,18.6,11.835714285714305,14.300000000000068,32.50000000000009
2020-02-13,1026.2,1029.5,1021.6,1024.0,1023.9,-4.3,-0.0042,148066.0,344721.0,H20,2020-03-30,46d,36.3,17.8,12.050000000000011,7.899999999999977,35.3
2020-02-14,1026.5,1028.5,1017.5,1020.0,1019.6,-4.3,-0.0042,144577.0,344939.0,H20,2020-03-30,45d,35.6,17.3,12.214285714285722,11.0,30.6
2020-02-17,1020.8,1022.5,1016.3,1020.3,1020.2,0.6,0.0006,101778.0,341823.0,H20,2020-03-30,42d,34.2,16.1,12.092857142857147,6.2000000000000455,29.499999999999957
2020-02-18,1016.3,1016.4,1008.2,1012.6,1012.5,-7.7,-0.0075,145307.0,351378.0,H20,2020-03-30,41d,35.4,16.7,12.149999999999993,8.199999999999932,23.00000000000002
2020-02-19,1015.1,1017.0,1008.0,1010.7,1010.8,-1.7,-0.0017,156053.0,350449.0,H20,2020-03-30,40d,35.1,16.8,12.34285714285714,9.0,24.399999999999956
2020-02-20,1011.6,1011.9,991.1,995.6,995.9,-14.9,-0.0147,237418.0,361867.0,H20,2020-03-30,39d,34.9,15.3,13.314285714285704,20.799999999999955,30.50000000000002
2020-02-21,989.7,1001.2,987.0,1000.4,1000.8,4.9,0.0049,217697.0,364761.0,H20,2020-03-30,38d,33.1,14.3,12.18571428571428,14.200000000000045,32.700000000000024
2020-02-24,983.8,986.5,951.9,952.6,953.6,-47.2,-0.0472,261317.0,362923.0,H20,2020-03-30,35d,39.7,11.6,13.34285714285714,34.60000000000002,37.09999999999998
2020-02-25,960.0,969.7,950.5,962.0,962.1,8.5,0.0089,306015.0,353046.0,H20,2020-03-30,34d,38.4,20.1,13.764285714285718,19.200000000000045,26.4
2020-02-26,956.0,958.7,913.0,919.7,918.9,-43.2,-0.0449,386888.0,352089.0,H20,2020-03-30,33d,50.3,28.8,16.442857142857154,45.700000000000045,45.00000000000004
2020-02-27,916.0,936.6,906.3,933.8,932.6,13.7,0.0149,363244.0,360092.0,H20,2020-03-30,32d,47.7,29.3,17.742857142857158,30.300000000000068,38.90000000000005
2020-02-28,906.0,910.0,891.2,893.5,894.3,-38.3,-0.0411,376460.0,362243.0,H20,2020-03-30,31d,51.6,33.4,18.121428571428584,18.799999999999955,45.1
2020-03-02,913.4,915.0,881.9,894.7,893.3,-1.0,-0.0011,372443.0,346733.0,H20,2020-03-30,28d,54.2,34.0,19.521428571428583,33.10000000000002,48.90000000000005
2020-03-03,911.0,929.4,906.0,924.3,924.3,31.0,0.0347,294739.0,333877.0,H20,2020-03-30,27d,46.9,27.4,20.171428571428578,23.399999999999977,46.19999999999995
2020-03-04,917.0,928.3,914.6,927.5,927.4,3.1,0.0034,257263.0,325010.0,H20,2020-03-30,26d,42.6,24.7,20.58571428571429,13.699999999999932,40.1
2020-03-05,934.3,946.2,931.2,931.6,931.8,4.4,0.0047,268653.0,326535.0,H20,2020-03-30,25d,39.5,20.5,20.871428571428574,15.0,32.89999999999998
2020-03-06,918.0,919.5,908.0,914.6,913.7,-18.1,-0.0194,244721.0,318940.0,H20,2020-03-30,24d,38.1,21.6,21.25,11.5,27.700000000000024
2020-03-10,837.0,849.7,827.7,843.7,843.3,13.5,0.0163,348825.0,305917.0,H20,2020-03-30,20d,60.9,39.6,22.23571428571429,22.0,54.600000000000044
2020-03-11,834.0,845.3,811.5,821.7,821.6,-21.7,-0.0257,373154.0,318922.0,H20,2020-03-30,19d,56.0,35.8,24.00714285714286,33.799999999999955,52.700000000000045
2020-03-13,670.0,779.9,623.0,747.0,745.2,22.6,0.0313,630128.0,308817.0,H20,2020-03-30,17d,74.0,55.4,33.728571428571435,156.89999999999998,71.0
2020-03-16,675.4,728.0,675.4,682.0,681.3,-63.9,-0.0857,397063.0,325620.0,H20,2020-03-30,14d,89.6,66.0,36.471428571428575,52.60000000000002,82.6
2020-03-17,689.9,710.0,673.6,674.0,676.5,-4.8,-0.01,407706.0,320011.0,H20,2020-03-30,13d,84.5,59.5,36.6,36.39999999999998,83.5
2020-03-18,688.1,714.0,671.0,692.9,692.6,16.1,0.0238,386356.0,301732.0,H20,2020-03-30,12d,73.0,49.0,38.3,43.0,65.89999999999998
2020-03-19,674.5,696.0,661.1,688.0,688.5,-4.1,-0.0059,296199.0,275283.0,H20,2020-03-30,11d,61.9,41.5,37.52857142857142,34.89999999999998,49.9
2020-03-20,716.0,762.0,708.0,760.5,757.4,68.9,0.1001,305880.0,247282.0,H20,2020-03-30,10d,53.0,33.6,39.221428571428554,54.0,42.5
2020-03-23,689.0,710.0,670.1,671.0,672.0,-85.4,-0.1128,254320.0,263319.0,H20,2020-03-30,7d,53.5,30.0,40.72857142857141,39.89999999999998,49.5
2020-03-24,715.1,719.0,677.8,698.3,696.1,24.1,0.0359,269421.0,240328.0,H20,2020-03-30,6d,50.5,33.8,41.30714285714284,41.200000000000045,48.799999999999955
2020-03-25,723.4,744.2,701.8,723.6,723.9,27.8,0.0399,296762.0,205875.0,H20,2020-03-30,5d,38.0,22.7,42.66428571428571,42.40000000000009,36.60000000000002
2020-03-26,717.0,743.5,715.3,737.9,737.7,13.8,0.0191,221101.0,171435.0,H20,2020-03-30,4d,35.5,15.5,43.7,28.200000000000045,23.399999999999977
2020-03-27,755.0,761.5,728.6,738.6,739.4,1.7,0.0023,137274.0,97972.0,H20,2020-03-30,3d,31.0,11.3,44.978571428571435,32.89999999999998,19.600000000000023
2020-03-30,730.1,733.7,717.0,731.3,731.35,-8.05,-0.0109,67923.0,57820.0,H20,2020-03-30,0ms,6.8,0.4,45.35000000000001,16.700000000000045,0.5000000000000453
2020-04-01,736.0,749.5,728.0,730.9,731.1,-11.8,-0.0159,219356.0,262421.0,M20,2020-06-29,89d,145.0,117.0,45.314285714285724,21.5,139.10000000000002
2020-04-02,735.5,764.5,730.4,758.0,757.8,26.7,0.0365,230326.0,261833.0,M20,2020-06-29,88d,139.5,117.7,45.335714285714296,34.10000000000002,131.5
2020-04-03,767.0,770.5,748.8,763.2,761.7,3.9,0.0051,207737.0,263478.0,M20,2020-06-29,87d,140.3,117.2,35.678571428571445,21.700000000000045,128.50000000000006
2020-04-07,809.0,824.9,784.2,822.9,822.2,60.5,0.0794,290765.0,235075.0,M20,2020-06-29,83d,158.7,131.1,34.828571428571436,40.69999999999993,156.59999999999997
2020-04-08,811.2,813.9,797.6,813.0,812.5,-9.7,-0.0118,233669.0,224913.0,M20,2020-06-29,82d,150.0,129.0,33.39285714285715,16.299999999999955,138.0
2020-04-09,817.0,839.5,805.0,813.8,813.9,1.4,0.0017,254799.0,209773.0,M20,2020-06-29,81d,149.7,125.5,32.78571428571429,34.5,138.49999999999994
2020-04-10,809.0,827.8,802.3,827.0,826.3,12.4,0.0152,156191.0,204571.0,M20,2020-06-29,80d,145.0,123.0,32.11428571428572,25.5,143.0
2020-04-13,822.0,830.3,815.8,827.7,827.2,0.9,0.0011,139613.0,210271.0,M20,2020-06-29,77d,138.0,116.5,29.29285714285715,14.5,135.29999999999995
2020-04-14,837.0,850.6,830.6,841.3,841.1,13.9,0.0168,186333.0,213138.0,M20,2020-06-29,76d,130.6,110.8,27.871428571428584,20.0,121.89999999999995
2020-04-15,833.0,843.0,821.5,823.6,824.0,-17.1,-0.0203,199248.0,222965.0,M20,2020-06-29,75d,132.8,112.0,26.464285714285722,21.5,131.40000000000003
2020-04-16,821.0,823.0,796.5,796.5,797.7,-26.3,-0.0319,198729.0,218942.0,M20,2020-06-29,74d,133.9,111.4,25.32857142857143,26.5,130.4
2020-04-17,820.0,835.2,811.9,834.9,834.6,36.9,0.0463,206063.0,220171.0,M20,2020-06-29,73d,133.1,113.0,24.97857142857143,23.300000000000068,123.20000000000002
2020-04-20,834.5,859.2,826.1,850.5,850.9,16.3,0.0195,209250.0,226545.0,M20,2020-06-29,70d,119.3,97.0,24.99285714285715,33.10000000000002,118.8
2020-04-21,832.2,846.0,831.6,835.0,835.5,-15.4,-0.0181,179115.0,238044.0,M20,2020-06-29,69d,124.4,105.3,24.82857142857143,14.399999999999977,114.4
2020-04-22,825.5,847.9,821.1,841.0,841.4,5.9,0.0071,200046.0,228577.0,M20,2020-06-29,68d,118.0,99.5,25.207142857142856,26.799999999999955,109.0
2020-04-23,841.0,853.0,838.1,850.8,850.6,9.2,0.0109,155205.0,232334.0,M20,2020-06-29,67d,113.2,94.4,23.835714285714282,14.899999999999977,112.40000000000005
2020-04-24,847.5,853.7,832.5,840.8,840.5,-10.1,-0.0119,177033.0,239139.0,M20,2020-06-29,66d,114.0,94.0,23.799999999999994,21.200000000000045,104.79999999999995
2020-04-27,850.0,850.0,839.3,846.0,845.5,5.0,0.0059,120203.0,235645.0,M20,2020-06-29,63d,114.0,90.8,21.657142857142862,10.700000000000045,110.0
2020-04-28,842.0,858.8,841.0,854.9,854.4,8.9,0.0105,166402.0,233930.0,M20,2020-06-29,62d,110.7,89.9,21.764285714285716,17.799999999999955,105.80000000000003
2020-04-29,856.4,859.9,851.6,857.3,857.7,3.3,0.0039,115505.0,237717.0,M20,2020-06-29,61d,110.9,89.2,19.892857142857142,8.299999999999955,103.60000000000005
2020-04-30,869.7,873.4,862.2,873.2,872.5,14.8,0.0173,116023.0,240091.0,M20,2020-06-29,60d,104.0,83.4,18.871428571428567,11.199999999999932,102.20000000000005
2020-05-05,860.0,860.7,851.7,853.0,853.3,-19.2,-0.02,118531.0,244374.0,M20,2020-06-29,55d,101.2,80.9,18.478571428571424,9.0,98.2
2020-05-07,848.9,851.9,834.2,841.6,841.9,-11.4,-0.0134,147468.0,241066.0,M20,2020-06-29,53d,90.0,68.8,18.314285714285706,17.699999999999932,81.60000000000002
2020-05-08,844.6,847.0,837.5,845.3,845.3,3.4,0.0,107920.0,246199.0,M20,2020-06-29,52d,85.0,63.8,17.45714285714285,9.5,80.29999999999995
2020-05-11,852.0,865.8,851.5,860.2,859.4,14.1,0.0167,137010.0,244756.0,M20,2020-06-29,49d,80.0,58.4,16.58571428571427,14.299999999999955,69.79999999999995
2020-05-12,855.0,871.4,854.7,868.2,867.6,8.2,0.0095,119251.0,251271.0,M20,2020-06-29,48d,72.5,52.3,16.114285714285693,16.699999999999932,65.70000000000005
2020-05-13,863.6,869.8,861.0,863.6,864.0,-3.6,-0.0041,119610.0,255120.0,M20,2020-06-29,47d,70.9,48.5,14.378571428571401,8.799999999999955,59.50000000000003
2020-05-14,854.0,857.6,847.2,855.0,855.1,-8.9,-0.0103,134690.0,256832.0,M20,2020-06-29,46d,66.3,46.5,14.092857142857115,10.399999999999977,61.3
2020-05-15,857.0,858.7,845.0,845.2,846.1,-9.0,-0.0105,118713.0,256937.0,M20,2020-06-29,45d,61.5,41.1,13.157142857142835,13.700000000000045,56.700000000000045
2020-05-18,853.5,865.5,853.5,858.9,858.5,12.4,0.0147,126320.0,239330.0,M20,2020-06-29,42d,60.4,40.1,12.94999999999998,12.0,51.50000000000002
2020-05-19,876.0,881.0,872.0,875.5,875.2,16.7,0.0195,139039.0,229141.0,M20,2020-06-29,41d,58.8,38.5,12.078571428571406,9.0,58.3
2020-05-20,874.8,883.5,870.1,883.3,882.8,7.6,0.0087,100304.0,236209.0,M20,2020-06-29,40d,60.1,39.0,12.271428571428544,13.399999999999977,51.80000000000005
2020-05-21,880.1,886.8,875.3,878.4,878.6,-4.2,-0.0048,105767.0,234665.0,M20,2020-06-29,39d,60.5,38.3,11.821428571428546,11.5,57.10000000000002
2020-05-22,871.1,872.8,852.8,860.0,861.5,-17.1,-0.0195,169474.0,239216.0,M20,2020-06-29,38d,61.9,40.7,12.657142857142835,20.0,51.9
2020-05-25,865.0,878.8,863.2,877.6,876.2,14.7,0.0171,106369.0,235472.0,M20,2020-06-29,35d,56.0,36.9,12.971428571428548,15.599999999999909,53.39999999999998
2020-05-26,884.4,894.9,884.1,886.9,886.8,10.6,0.0121,120561.0,234176.0,M20,2020-06-29,34d,60.1,37.6,13.099999999999975,10.799999999999955,48.200000000000024
2020-05-27,886.0,895.1,878.5,894.9,894.8,8.0,0.01,137395.0,240507.0,M20,2020-06-29,33d,55.2,34.8,13.021428571428553,16.600000000000023,50.09999999999998
2020-05-28,902.9,903.5,881.5,881.6,882.4,-12.4,-0.0139,165715.0,240511.0,M20,2020-06-29,32d,60.6,39.5,13.914285714285695,22.0,53.99999999999998
2020-05-29,882.0,893.1,877.0,892.4,892.4,10.0,0.0113,147874.0,240130.0,M20,2020-06-29,31d,56.6,37.0,14.042857142857128,16.100000000000023,48.99999999999998
2020-06-01,902.0,908.9,895.2,899.7,900.5,8.1,0.0091,137887.0,234971.0,M20,2020-06-29,28d,56.6,38.5,13.828571428571413,13.699999999999932,56.30000000000005
2020-06-02,904.0,919.5,903.0,919.0,918.5,18.0,0.02,114809.0,232281.0,M20,2020-06-29,27d,53.2,34.0,14.378571428571417,16.5,47.2
2020-06-04,932.0,948.8,931.3,947.7,945.8,27.3,0.0297,167614.0,218545.0,M20,2020-06-29,25d,53.6,42.3,14.885714285714275,17.5,51.30000000000005
2020-06-05,948.0,968.4,940.0,962.6,962.2,16.4,0.0173,161007.0,208330.0,M20,2020-06-29,24d,50.1,29.0,15.93571428571427,28.399999999999977,37.700000000000024
2020-06-08,970.0,977.9,957.1,963.7,964.1,1.9,0.0,159440.0,206753.0,M20,2020-06-29,21d,48.3,29.0,16.564285714285695,20.799999999999955,37.00000000000004
2020-06-09,964.5,969.7,935.7,938.0,939.3,-24.8,-0.0257,202413.0,201676.0,M20,2020-06-29,20d,47.8,38.9,18.349999999999984,34.0,35.8
2020-06-10,946.0,954.5,938.0,950.7,950.6,11.3,0.01,173968.0,200259.0,M20,2020-06-29,19d,45.4,34.9,18.571428571428555,16.5,44.69999999999995
2020-06-11,943.0,948.8,922.2,931.1,931.1,-19.5,-0.0205,186938.0,188002.0,M20,2020-06-29,18d,44.8,25.9,19.649999999999977,26.59999999999991,38.699999999999974
2020-06-12,913.2,920.6,903.0,916.6,917.1,-14.0,-0.02,176183.0,192650.0,M20,2020-06-29,17d,54.0,35.3,19.478571428571406,17.600000000000023,45.60000000000002
2020-06-15,908.0,912.4,884.3,891.6,891.7,-25.4,-0.0277,184052.0,195900.0,M20,2020-06-29,14d,51.8,32.9,20.37142857142856,28.100000000000023,43.40000000000002
2020-06-16,918.0,919.4,903.8,912.4,912.2,20.5,0.02,154722.0,190868.0,M20,2020-06-29,13d,48.0,22.3,20.714285714285705,15.600000000000023,35.60000000000002
2020-06-17,906.0,916.5,901.0,909.1,908.6,-3.6,-0.0039,174607.0,203349.0,M20,2020-06-29,12d,40.7,20.4,20.635714285714275,15.5,31.59999999999998
2020-06-18,895.0,913.8,893.0,909.2,909.4,0.8,0.0009,144926.0,202374.0,M20,2020-06-29,11d,37.3,18.0,20.549999999999986,20.799999999999955,28.09999999999995
2020-06-19,910.5,913.1,903.2,910.2,910.0,0.6,0.0007,117855.0,198163.0,M20,2020-06-29,10d,33.9,15.0,20.10714285714284,9.899999999999977,23.699999999999953
2020-06-22,902.0,903.6,890.2,897.0,896.8,-13.2,-0.0145,130194.0,196844.0,M20,2020-06-29,7d,29.3,10.5,20.08571428571427,13.399999999999977,26.3
2020-06-23,896.6,900.8,893.2,896.6,896.8,0.0,0.0,100486.0,186305.0,M20,2020-06-29,6d,24.9,7.0,19.44999999999998,7.599999999999909,21.50000000000002
2020-06-24,899.0,902.7,877.1,877.1,878.9,-17.9,-0.02,169755.0,190212.0,M20,2020-06-29,5d,24.6,8.0,20.02857142857141,25.600000000000023,22.49999999999998
2020-06-25,871.0,875.9,855.5,871.5,871.6,-7.3,-0.0083,181584.0,135561.0,M20,2020-06-29,4d,20.9,4.9,19.457142857142838,20.399999999999977,17.4
2020-06-26,875.0,885.2,873.0,878.5,878.4,6.8,0.0078,131527.0,62289.0,M20,2020-06-29,3d,16.2,2.3,18.84285714285713,12.200000000000045,12.7
2020-06-29,874.0,876.5,862.6,875.1,875.35,-3.05,-0.0035,50159.0,30327.0,M20,2020-06-29,0ms,1.6,0.3,17.407142857142844,13.899999999999977,1.4999999999999774
2020-07-01,880.0,887.3,870.3,884.5,884.5,7.9,0.01,151001.0,244434.0,U20,2020-09-29,90d,98.2,76.2,17.44285714285713,17.0,88.7
2020-07-02,893.0,909.5,890.0,909.2,908.5,24.0,0.0271,163134.0,224005.0,U20,2020-09-29,89d,93.0,72.0,16.93571428571428,19.5,83.79999999999995
2020-07-03,906.0,911.0,902.0,902.8,903.1,-5.4,-0.0059,109117.0,215149.0,U20,2020-09-29,88d,94.4,73.3,16.321428571428562,9.0,91.60000000000005
2020-07-07,915.0,917.0,899.6,900.0,900.1,-3.0,-0.0033,128600.0,218141.0,U20,2020-09-29,84d,89.8,68.1,15.557142857142846,17.399999999999977,89.8
2020-07-08,900.0,906.9,890.0,892.6,892.5,-7.6,-0.0084,172974.0,214442.0,U20,2020-09-29,83d,87.7,65.5,15.649999999999986,16.899999999999977,80.30000000000003
2020-07-09,894.0,900.0,886.9,898.1,897.2,4.7,0.0053,136617.0,214063.0,U20,2020-09-29,82d,86.0,64.3,15.478571428571415,13.100000000000023,84.10000000000002
2020-07-10,888.8,889.8,874.3,880.5,880.8,-16.4,-0.0183,163515.0,232373.0,U20,2020-09-29,81d,89.9,66.8,15.09999999999999,15.5,84.4
2020-07-13,889.0,889.8,870.3,874.5,874.6,-6.2,-0.01,157446.0,236808.0,U20,2020-09-29,78d,84.9,63.1,15.785714285714278,19.5,84.4
2020-07-14,866.5,876.3,861.7,871.9,872.2,-2.4,-0.0027,166447.0,240450.0,U20,2020-09-29,77d,83.0,62.2,15.871428571428558,14.599999999999909,79.89999999999998
2020-07-15,880.0,886.7,876.0,885.3,884.7,12.5,0.0143,133737.0,243998.0,U20,2020-09-29,76d,84.8,63.5,16.092857142857138,10.700000000000045,74.50000000000004
2020-07-16,879.9,884.4,873.2,879.5,879.5,-5.2,-0.0059,134865.0,242299.0,U20,2020-09-29,75d,80.4,58.6,15.064285714285704,11.199999999999932,75.9
2020-07-17,883.0,889.8,878.5,889.5,888.4,8.9,0.0101,127106.0,247037.0,U20,2020-09-29,74d,77.7,56.3,14.414285714285702,11.299999999999955,67.2
2020-07-20,884.7,894.5,881.6,885.0,885.6,-2.8,-0.0032,141709.0,244240.0,U20,2020-09-29,71d,77.0,55.4,14.464285714285698,12.899999999999977,67.0
2020-07-21,891.3,903.2,891.2,902.6,902.4,16.8,0.02,139183.0,246841.0,U20,2020-09-29,70d,73.0,52.5,14.328571428571413,12.0,70.39999999999998
2020-07-22,902.9,904.7,882.5,883.0,883.8,-18.6,-0.0206,183555.0,250317.0,U20,2020-09-29,69d,77.0,53.5,14.699999999999989,22.200000000000045,69.0
2020-07-23,885.6,889.4,878.0,884.9,884.8,1.0,0.0011,159542.0,245425.0,U20,2020-09-29,68d,71.6,51.5,14.121428571428558,11.399999999999977,61.70000000000002
2020-07-24,874.6,876.4,865.4,872.6,872.4,-12.4,-0.01,148082.0,253620.0,U20,2020-09-29,67d,70.9,49.8,14.264285714285702,11.0,68.50000000000003
2020-07-29,871.1,876.2,866.0,869.4,869.3,-3.1,-0.0036,139684.0,262605.0,U20,2020-09-29,62d,66.8,46.9,13.749999999999991,10.200000000000045,61.199999999999974
2020-07-30,870.5,873.7,845.6,845.8,847.5,-21.8,-0.0251,179756.0,276297.0,U20,2020-09-29,61d,70.1,47.5,14.549999999999995,28.100000000000023,65.89999999999995
2020-07-31,848.0,856.4,839.9,853.6,853.7,6.2,0.0073,175027.0,274892.0,U20,2020-09-29,60d,67.0,46.2,14.792857142857136,16.5,63.39999999999998
2020-08-03,852.6,854.6,841.0,847.7,847.9,-5.8,-0.0068,180630.0,286192.0,U20,2020-09-29,57d,66.2,45.0,14.657142857142853,13.600000000000023,63.90000000000005
2020-08-04,853.0,859.9,850.7,855.0,855.2,7.3,0.0086,140865.0,277389.0,U20,2020-09-29,56d,66.4,45.2,13.921428571428562,9.199999999999932,61.400000000000006
2020-08-05,855.5,865.0,849.5,860.3,859.4,4.2,0.0049,195555.0,260716.0,U20,2020-09-29,55d,63.4,43.7,13.985714285714282,15.5,53.100000000000044
2020-08-06,856.4,865.5,855.0,856.6,856.8,-2.6,-0.0,138953.0,266349.0,U20,2020-09-29,54d,64.0,43.1,13.971428571428564,10.5,57.39999999999998
2020-08-07,855.0,857.3,846.6,851.4,851.2,-5.6,-0.0065,159775.0,273997.0,U20,2020-09-29,53d,63.0,40.9,13.93571428571428,10.699999999999932,61.60000000000002
2020-08-10,852.5,853.5,847.1,849.6,849.6,-1.6,-0.0019,98289.0,273558.0,U20,2020-09-29,50d,61.1,40.5,13.58571428571428,6.399999999999977,60.700000000000024
