Date,Open,High,Low,Close,SP,Chg,%Chg,Vol,OI,Series,Expiration,Day to expire,ATM premium,+/-1 OTM premium,atr,tr,atm_tv
2020-08-11,859.1,864.7,856.4,861.6,860.9,11.3,0.0133,140749.0,280238.0,U20,2020-09-29,49d,60.5,38.9,13.257142857142858,8.300000000000068,48.89999999999998
2020-08-13,868.5,875.5,867.3,874.0,873.9,13.0,0.0151,128285.0,285055.0,U20,2020-09-29,47d,55.2,33.7,12.985714285714291,8.200000000000045,54.2
2020-08-14,874.0,874.7,854.0,855.8,856.8,-17.1,-0.0196,188126.0,295113.0,U20,2020-09-29,46d,56.3,34.9,12.878571428571433,20.700000000000045,50.50000000000004
2020-08-17,861.9,862.5,851.3,854.4,855.1,-1.7,-0.0,147103.0,289176.0,U20,2020-09-29,43d,55.0,33.4,12.864285714285725,11.200000000000045,50.60000000000002
2020-08-18,852.5,866.1,851.9,865.9,865.8,10.7,0.0125,150329.0,298579.0,U20,2020-09-29,42d,48.5,27.6,13.092857142857156,14.200000000000045,39.39999999999998
2020-08-19,866.0,867.0,841.4,845.5,845.8,-20.0,-0.0231,205806.0,301755.0,U20,2020-09-29,41d,46.6,27.0,14.192857142857154,25.600000000000023,42.1
2020-08-20,835.6,840.8,831.6,836.0,836.0,-9.8,-0.0116,191281.0,306140.0,U20,2020-09-29,40d,50.4,30.0,12.842857142857147,9.199999999999932,39.4
2020-08-21,838.8,842.9,833.6,836.6,836.9,0.9,0.0011,143603.0,303391.0,U20,2020-09-29,39d,50.1,29.3,12.328571428571431,9.299999999999955,38.49999999999998
2020-08-24,842.9,851.0,836.2,850.4,849.3,12.4,0.0148,165940.0,310961.0,U20,2020-09-29,36d,46.3,25.7,12.414285714285711,14.799999999999955,45.90000000000002
2020-08-25,853.5,858.9,849.0,850.3,850.5,1.2,0.0014,133952.0,318245.0,U20,2020-09-29,35d,43.7,24.2,12.464285714285714,9.899999999999977,43.40000000000005
2020-08-26,850.0,855.3,845.1,854.4,854.0,3.5,0.0041,173588.0,329341.0,U20,2020-09-29,34d,42.5,22.4,12.08571428571428,10.199999999999932,38.10000000000002
2020-08-27,852.4,858.0,849.7,856.0,855.8,1.8,0.0021,140028.0,336076.0,U20,2020-09-29,33d,41.7,21.7,11.92857142857142,8.299999999999955,35.7
2020-08-28,862.0,864.5,848.0,850.1,850.7,-5.1,-0.01,186420.0,345491.0,U20,2020-09-29,32d,39.7,19.7,12.34285714285714,16.5,39.59999999999998
2020-08-31,855.3,858.7,841.0,841.1,841.9,-8.8,-0.0103,183000.0,353456.0,U20,2020-09-29,29d,37.5,17.9,13.150000000000002,17.700000000000045,28.600000000000023
2020-09-01,841.7,846.5,835.0,839.7,839.9,-2.0,-0.0024,197416.0,350831.0,U20,2020-09-29,28d,35.4,16.7,13.378571428571425,11.5,25.100000000000044
2020-09-02,839.7,846.7,833.6,846.3,845.7,5.8,0.0069,167453.0,342939.0,U20,2020-09-29,27d,34.1,14.8,13.728571428571424,13.100000000000023,30.399999999999956
2020-09-03,850.9,851.3,838.4,844.0,843.7,-2.0,-0.0024,182523.0,346459.0,U20,2020-09-29,26d,33.5,14.1,13.171428571428562,12.899999999999977,27.5
2020-09-08,836.7,838.3,829.4,830.6,831.2,-12.5,-0.0148,172963.0,342183.0,U20,2020-09-29,21d,31.3,13.6,13.007142857142842,8.899999999999977,25.699999999999978
2020-09-09,821.0,831.9,818.1,831.5,831.5,0.3,0.0004,174634.0,345837.0,U20,2020-09-29,20d,29.3,11.7,12.978571428571408,13.799999999999955,22.8
2020-09-10,830.0,833.4,824.3,829.0,828.8,-2.7,-0.0032,146296.0,347169.0,U20,2020-09-29,19d,27.1,10.7,11.79999999999998,9.100000000000023,23.1
2020-09-11,828.0,832.9,821.6,823.0,823.2,-5.6,-0.0068,161832.0,346553.0,U20,2020-09-29,18d,27.4,10.5,11.94999999999998,11.299999999999955,25.4
2020-09-14,828.0,829.0,817.0,818.0,818.3,-4.9,-0.01,158942.0,346507.0,U20,2020-09-29,15d,26.6,8.9,12.142857142857126,12.0,19.6
2020-09-15,818.5,827.7,818.1,827.0,826.7,8.4,0.0103,173174.0,348423.0,U20,2020-09-29,14d,23.4,7.6,11.77142857142856,9.600000000000023,21.4
2020-09-16,827.0,831.7,823.5,830.6,830.3,3.6,0.0044,126856.0,343625.0,U20,2020-09-29,13d,21.3,6.8,11.649999999999993,8.200000000000045,15.699999999999978
2020-09-17,825.0,827.8,820.6,826.2,826.0,-4.3,-0.0052,145060.0,345201.0,U20,2020-09-29,12d,19.6,5.3,11.43571428571428,7.199999999999932,18.399999999999956
2020-09-18,827.6,829.1,820.7,829.0,828.7,2.7,0.0033,155461.0,333782.0,U20,2020-09-29,11d,18.7,5.1,11.442857142857138,8.399999999999977,14.7
2020-09-21,828.0,829.9,814.5,815.5,815.9,-12.8,-0.0154,166425.0,331138.0,U20,2020-09-29,8d,18.0,4.5,11.364285714285709,15.399999999999977,8.5
2020-09-22,811.4,813.8,804.5,809.0,809.2,-6.7,-0.0082,176362.0,316039.0,U20,2020-09-29,7d,17.3,3.2,10.764285714285702,9.299999999999955,8.3
2020-09-23,807.5,809.1,800.6,801.7,801.5,-7.7,-0.0095,141124.0,310199.0,U20,2020-09-29,6d,14.7,2.5,10.549999999999986,8.5,12.999999999999954
2020-09-24,793.2,794.8,781.7,784.6,785.3,-16.2,-0.0202,201969.0,307800.0,U20,2020-09-29,5d,21.5,5.0,10.54999999999998,13.099999999999909,11.899999999999977
2020-09-25,787.9,791.2,782.2,784.1,784.0,-1.3,-0.0017,232179.0,266103.0,U20,2020-09-29,4d,16.0,2.3,10.271428571428553,9.0,6.899999999999977
2020-09-28,790.5,800.8,789.2,799.7,798.8,14.8,0.0189,196131.0,95151.0,U20,2020-09-29,1d,7.6,0.6,10.46428571428569,11.599999999999909,7.300000000000045
2020-09-30,796.9,797.0,777.7,778.4,778.6,-15.3,-0.0193,205170.0,388233.0,Z20,2020-12-29,90d,55.8,34.4,10.857142857142833,19.299999999999955,52.40000000000002
2020-10-01,783.3,787.2,775.0,785.8,785.6,7.0,0.01,180892.0,390078.0,Z20,2020-12-29,89d,57.2,35.9,11.078571428571406,12.200000000000045,46.40000000000005
2020-10-02,781.9,782.0,770.3,776.1,775.9,-9.7,-0.0123,215726.0,389305.0,Z20,2020-12-29,88d,54.4,32.9,11.107142857142842,11.700000000000045,53.299999999999976
2020-10-05,781.7,782.0,775.5,780.5,780.1,4.2,0.0054,129824.0,393194.0,Z20,2020-12-29,85d,51.8,31.8,10.714285714285698,6.5,46.3
2020-10-06,784.2,786.8,781.5,784.0,784.5,4.4,0.0056,153471.0,405570.0,Z20,2020-12-29,84d,51.1,30.4,10.407142857142835,5.2999999999999545,42.1
2020-10-07,780.8,795.7,778.5,794.0,793.7,9.2,0.0117,189216.0,410703.0,Z20,2020-12-29,83d,49.6,29.8,11.04999999999998,17.200000000000045,43.6
2020-10-08,796.9,808.9,795.8,804.8,804.6,10.9,0.0137,184215.0,399373.0,Z20,2020-12-29,82d,46.7,26.9,11.471428571428557,13.100000000000023,41.90000000000005
2020-10-09,805.4,806.0,793.7,799.0,799.1,-5.5,-0.0068,163425.0,406477.0,Z20,2020-12-29,81d,46.4,25.9,11.749999999999984,12.299999999999955,45.4
2020-10-12,800.0,804.9,795.6,803.6,803.7,4.6,0.0058,158260.0,400769.0,Z20,2020-12-29,78d,45.3,25.4,11.314285714285697,9.299999999999955,41.699999999999974
2020-10-15,784.7,787.0,779.7,780.8,780.9,-12.9,-0.0163,168269.0,395066.0,Z20,2020-12-29,75d,46.0,25.7,11.171428571428553,7.2999999999999545,40.200000000000045
2020-10-16,783.1,784.2,771.1,776.2,776.1,-4.8,-0.0061,197636.0,401492.0,Z20,2020-12-29,74d,44.8,24.8,11.499999999999984,13.100000000000023,43.59999999999995
2020-10-19,770.3,771.7,757.5,759.2,759.3,-16.8,-0.0216,215008.0,404798.0,Z20,2020-12-29,71d,46.2,26.2,11.578571428571422,14.200000000000045,36.99999999999996
2020-10-20,760.2,764.8,753.8,757.4,757.8,-1.5,-0.0,219934.0,412153.0,Z20,2020-12-29,70d,46.0,26.4,11.721428571428564,11.0,38.60000000000002
2020-10-21,760.9,764.3,758.2,762.2,762.8,5.0,0.0066,179073.0,405581.0,Z20,2020-12-29,69d,46.5,26.8,11.328571428571422,6.099999999999909,34.299999999999955
2020-10-22,759.1,770.0,755.5,762.7,762.7,-0.1,-0.0001,245741.0,402635.0,Z20,2020-12-29,68d,45.3,24.9,10.985714285714282,14.5,33.00000000000004
2020-10-26,757.1,761.3,753.0,754.8,755.6,-7.1,-0.0093,172179.0,400355.0,Z20,2020-12-29,64d,41.0,22.8,10.707142857142847,8.299999999999955,36.200000000000045
2020-10-27,750.1,757.7,746.2,755.1,755.3,-0.3,-0.0004,214928.0,411916.0,Z20,2020-12-29,63d,41.0,20.3,10.69285714285713,11.5,35.89999999999998
2020-10-28,751.5,760.4,751.2,752.5,752.8,-2.5,-0.0033,191954.0,418152.0,Z20,2020-12-29,62d,40.6,20.8,10.885714285714268,9.199999999999932,38.1
2020-10-29,748.4,751.7,745.3,749.8,749.8,-3.0,-0.0,203636.0,413024.0,Z20,2020-12-29,61d,38.6,20.1,10.964285714285706,6.400000000000091,38.399999999999956
2020-10-30,747.5,749.3,734.6,744.0,744.1,-5.7,-0.0076,233163.0,423067.0,Z20,2020-12-29,60d,39.0,19.8,10.785714285714269,14.699999999999932,33.0
2020-11-02,744.5,748.9,740.1,748.2,748.1,4.0,0.0054,171904.0,422309.0,Z20,2020-12-29,57d,37.5,19.8,10.478571428571408,8.799999999999955,35.700000000000045
2020-11-03,754.0,765.1,753.2,765.0,764.6,16.5,0.0221,189606.0,408988.0,Z20,2020-12-29,56d,34.6,17.2,10.44999999999998,11.899999999999977,24.6
2020-11-04,760.1,769.0,756.1,762.3,762.4,-2.2,-0.0029,269379.0,406278.0,Z20,2020-12-29,55d,36.9,18.3,10.70714285714284,12.899999999999977,24.600000000000044
2020-11-05,769.0,801.0,767.1,800.7,800.2,37.8,0.0496,368421.0,411745.0,Z20,2020-12-29,54d,37.6,17.5,12.607142857142842,33.89999999999998,36.899999999999956
2020-11-06,800.0,805.0,787.1,795.2,795.2,-5.0,-0.0062,288734.0,405625.0,Z20,2020-12-29,53d,40.8,23.3,12.94999999999998,17.899999999999977,36.00000000000004
2020-11-09,810.1,828.0,808.5,820.0,819.6,24.4,0.0307,328206.0,399415.0,Z20,2020-12-29,50d,43.1,24.7,13.328571428571406,19.5,38.1
2020-11-10,839.0,880.4,838.5,878.2,877.3,57.7,0.0704,436471.0,360485.0,Z20,2020-12-29,49d,67.3,46.9,15.535714285714262,41.89999999999998,64.09999999999995
2020-11-11,896.0,903.4,865.8,878.2,877.8,0.5,0.0006,378107.0,351645.0,Z20,2020-12-29,48d,71.7,51.0,17.78571428571427,37.60000000000002,68.49999999999996
2020-11-12,870.5,874.7,859.4,866.5,866.1,-11.7,-0.0133,266860.0,359262.0,Z20,2020-12-29,47d,67.0,45.3,17.84285714285713,15.300000000000068,58.5
2020-11-13,859.0,881.9,856.5,877.4,877.5,11.4,0.0132,310933.0,358243.0,Z20,2020-12-29,46d,62.5,41.3,19.064285714285706,25.399999999999977,60.10000000000002
2020-11-16,890.0,893.7,876.0,878.9,879.2,1.7,0.0019,206659.0,359769.0,Z20,2020-12-29,43d,55.5,35.7,19.50714285714285,17.700000000000045,51.60000000000002
2020-11-17,879.0,888.0,870.6,876.4,876.7,-2.5,-0.0028,257957.0,343850.0,Z20,2020-12-29,42d,48.5,28.8,20.092857142857138,17.399999999999977,47.10000000000002
2020-11-18,872.1,900.0,869.2,896.2,893.6,16.9,0.0193,272997.0,348085.0,Z20,2020-12-29,41d,47.1,28.1,21.83571428571427,30.799999999999955,43.30000000000005
2020-11-19,887.0,894.8,885.0,889.6,889.8,-3.8,-0.0043,240459.0,351613.0,Z20,2020-12-29,40d,44.3,27.3,21.485714285714273,9.799999999999955,33.90000000000002
2020-11-20,887.0,907.2,884.3,903.6,903.9,14.1,0.0158,221768.0,347941.0,Z20,2020-12-29,39d,46.4,26.6,22.49285714285714,22.90000000000009,42.799999999999976
2020-11-23,905.4,930.7,904.1,928.0,928.2,24.3,0.0269,252961.0,307831.0,Z20,2020-12-29,36d,49.6,30.4,23.542857142857144,26.600000000000023,46.6
2020-11-24,932.0,938.3,911.6,913.4,913.3,-14.9,-0.0161,293474.0,307589.0,Z20,2020-12-29,35d,51.8,32.5,24.52857142857143,26.699999999999932,40.199999999999974
2020-11-25,929.0,935.7,903.2,927.1,927.3,14.0,0.0153,385649.0,320855.0,Z20,2020-12-29,34d,50.8,29.6,24.428571428571427,32.5,48.699999999999974
2020-11-26,927.1,935.7,921.2,935.3,935.0,7.7,0.0083,218045.0,313712.0,Z20,2020-12-29,33d,47.1,27.0,24.185714285714287,14.5,36.80000000000005
2020-11-27,931.6,937.8,927.7,930.6,930.9,-4.1,-0.0044,203463.0,310870.0,Z20,2020-12-29,32d,43.0,24.6,23.51428571428571,10.099999999999909,37.39999999999998
2020-11-30,924.6,927.5,907.6,910.0,909.2,-21.7,-0.0233,247214.0,309641.0,Z20,2020-12-29,29d,45.0,26.0,21.94285714285714,19.899999999999977,35.0
2020-12-01,916.0,926.0,915.1,919.1,918.8,9.6,0.0106,227471.0,305184.0,Z20,2020-12-29,28d,41.2,21.2,20.035714285714278,10.899999999999977,35.300000000000026
2020-12-02,916.0,925.0,912.3,917.6,918.2,-0.6,-0.0007,248755.0,297018.0,Z20,2020-12-29,27d,39.1,21.5,19.84999999999999,12.700000000000045,31.700000000000024
2020-12-03,922.5,934.4,919.0,928.2,927.9,9.7,0.0106,202601.0,292716.0,Z20,2020-12-29,26d,40.6,22.1,19.135714285714275,15.399999999999977,37.399999999999956
2020-12-04,926.9,944.8,926.5,941.2,940.6,12.7,0.0137,210176.0,283892.0,Z20,2020-12-29,25d,38.4,19.6,19.178571428571413,18.299999999999955,29.600000000000044
2020-12-08,940.0,959.3,929.9,954.1,953.9,13.3,0.0141,251695.0,283000.0,Z20,2020-12-29,21d,34.4,16.7,20.03571428571427,29.399999999999977,30.299999999999976
2020-12-09,959.0,967.0,953.1,959.2,959.6,5.7,0.01,231066.0,274622.0,Z20,2020-12-29,20d,33.2,15.0,18.828571428571415,13.899999999999977,23.999999999999957
2020-12-14,964.5,964.5,944.5,947.8,947.5,-12.1,-0.0126,216651.0,282174.0,Z20,2020-12-29,15d,27.2,11.4,19.557142857142846,20.0,24.999999999999954
2020-12-15,939.2,949.5,935.0,947.5,947.6,0.1,0.0001,191112.0,267976.0,Z20,2020-12-29,14d,29.3,13.2,18.957142857142838,14.5,26.8
2020-12-16,952.0,955.8,942.8,951.0,950.6,3.0,0.0032,167354.0,261852.0,Z20,2020-12-29,13d,25.0,10.9,17.985714285714266,13.0,24.0
2020-12-17,949.1,960.5,946.0,946.3,947.6,-3.0,-0.0032,172955.0,259834.0,Z20,2020-12-29,12d,23.2,10.1,17.1142857142857,14.5,19.499999999999954
2020-12-18,943.5,953.2,940.5,946.5,945.8,-1.8,-0.0019,192575.0,262522.0,Z20,2020-12-29,11d,23.1,8.7,15.699999999999989,12.700000000000045,19.6
2020-12-21,912.0,925.7,878.3,878.3,880.2,-65.6,-0.0694,290959.0,244343.0,Z20,2020-12-29,8d,41.0,25.5,18.049999999999994,47.40000000000009,37.700000000000045
2020-12-22,895.0,910.5,880.6,907.4,907.4,27.2,0.0309,279059.0,227432.0,Z20,2020-12-29,7d,31.9,14.9,19.464285714285715,29.899999999999977,24.50000000000002
2020-12-23,904.6,915.4,889.0,889.3,889.7,-17.7,-0.0195,258498.0,233371.0,Z20,2020-12-29,6d,27.7,20.0,19.928571428571427,26.399999999999977,16.999999999999954
2020-12-24,896.2,914.3,890.2,909.5,909.3,19.6,0.02,219349.0,192537.0,Z20,2020-12-29,5d,25.8,9.7,20.871428571428567,24.09999999999991,16.3
2020-12-28,922.1,927.9,905.0,908.3,908.1,-13.9,-0.0151,149648.0,96451.0,Z20,2020-12-29,1d,17.0,4.3,21.59999999999999,22.899999999999977,8.700000000000045
2021-01-04,888.9,923.1,886.2,923.0,922.5,17.0,0.0188,264422.0,283378.0,H21,2021-03-30,85d,87.2,66.6,23.135714285714275,36.89999999999998,85.2
2021-01-05,917.9,952.5,913.5,949.5,949.4,26.9,0.0292,314619.0,283183.0,H21,2021-03-30,84d,94.6,73.4,24.614285714285707,39.0,94.1
2021-01-06,950.5,953.4,930.7,938.0,938.5,-10.9,-0.0115,285807.0,275966.0,H21,2021-03-30,83d,100.5,80.5,24.135714285714275,22.699999999999932,88.5
2021-01-07,947.5,956.9,941.3,949.7,949.8,11.3,0.01,234909.0,279951.0,H21,2021-03-30,82d,99.8,77.9,24.25714285714285,15.600000000000023,99.50000000000004
2021-01-08,958.4,974.5,957.3,969.4,970.9,21.1,0.0222,232273.0,279802.0,H21,2021-03-30,81d,96.7,76.2,24.057142857142853,17.200000000000045,91.09999999999998
2021-01-11,970.0,979.0,963.1,968.1,968.2,-2.7,-0.0028,215074.0,283689.0,H21,2021-03-30,78d,96.0,74.4,24.15714285714285,15.899999999999977,89.10000000000002
2021-01-12,970.0,974.1,962.1,971.2,971.5,3.3,0.0034,175690.0,290210.0,H21,2021-03-30,77d,92.5,71.4,24.085714285714282,12.0,88.70000000000005
2021-01-13,975.0,988.0,971.6,977.0,976.8,5.3,0.0055,207239.0,286924.0,H21,2021-03-30,76d,88.7,68.0,24.221428571428564,16.399999999999977,86.7
2021-01-14,977.0,980.7,964.1,968.4,968.7,-8.1,-0.0083,200261.0,291302.0,H21,2021-03-30,75d,89.3,68.4,24.499999999999993,16.600000000000023,82.69999999999997
2021-01-15,968.9,972.4,948.5,953.5,954.1,-14.6,-0.0151,245275.0,297361.0,H21,2021-03-30,74d,85.0,63.3,22.821428571428555,23.899999999999977,81.5
2021-01-18,950.0,951.0,939.0,946.4,946.1,-8.0,-0.0084,166335.0,301871.0,H21,2021-03-30,71d,84.8,62.5,21.542857142857127,12.0,81.19999999999997
2021-01-19,954.5,962.4,949.5,949.9,950.6,4.5,0.0048,182667.0,292584.0,H21,2021-03-30,70d,82.7,60.0,20.578571428571415,12.899999999999977,82.59999999999998
2021-01-20,953.8,957.3,945.2,945.9,946.1,-4.5,-0.0047,186989.0,296800.0,H21,2021-03-30,69d,78.4,58.9,19.721428571428557,12.099999999999909,74.29999999999998
2021-01-21,951.0,959.7,942.0,950.0,949.2,3.1,0.0033,193716.0,300095.0,H21,2021-03-30,68d,73.8,52.1,19.34999999999999,17.700000000000045,73.8
2021-01-22,947.0,947.0,930.3,930.3,931.8,-17.4,-0.0183,204692.0,306085.0,H21,2021-03-30,67d,73.9,51.8,17.90714285714285,16.700000000000045,68.60000000000005
2021-01-25,937.0,938.2,925.5,936.0,935.4,3.6,0.0039,177227.0,314101.0,H21,2021-03-30,64d,72.5,50.5,16.02857142857143,12.700000000000045,61.5
2021-01-26,928.9,949.7,926.2,948.0,946.7,11.3,0.0121,206003.0,309814.0,H21,2021-03-30,63d,71.8,49.1,16.08571428571429,23.5,69.8
2021-01-27,946.0,946.0,929.5,931.8,932.1,-14.6,-0.0154,192206.0,314321.0,H21,2021-03-30,62d,69.2,48.1,16.150000000000002,16.5,62.40000000000005
2021-01-28,921.5,924.5,910.1,912.0,912.1,-20.0,-0.0215,224718.0,312490.0,H21,2021-03-30,61d,74.8,53.3,15.949999999999998,14.399999999999977,62.8
2021-01-29,916.0,918.0,905.0,909.0,909.4,-2.7,-0.0,223507.0,318519.0,H21,2021-03-30,60d,74.5,53.8,15.742857142857142,13.0,65.5
2021-02-01,909.0,923.3,903.5,917.8,917.5,8.1,0.0089,191903.0,313344.0,H21,2021-03-30,57d,71.8,50.1,16.299999999999994,19.799999999999955,64.59999999999995
2021-02-02,924.1,930.3,918.6,926.9,926.5,9.0,0.0098,184441.0,308997.0,H21,2021-03-30,56d,67.2,47.7,15.964285714285706,11.699999999999932,65.30000000000003
2021-02-03,932.3,934.2,918.0,921.3,920.5,-6.0,-0.0065,198835.0,314529.0,H21,2021-03-30,55d,66.8,46.2,15.93571428571428,16.200000000000045,63.09999999999995
2021-02-04,921.0,925.3,911.8,913.9,914.7,-5.8,-0.0063,196522.0,314954.0,H21,2021-03-30,54d,65.0,44.5,15.192857142857138,13.5,53.89999999999998
2021-02-05,921.5,931.4,918.6,931.3,930.3,15.6,0.0171,171211.0,309927.0,H21,2021-03-30,53d,65.6,44.3,15.249999999999991,12.799999999999955,59.30000000000004
2021-02-08,937.0,943.4,935.5,942.4,942.2,11.9,0.0128,128356.0,308504.0,H21,2021-03-30,50d,61.5,40.2,14.892857142857135,7.899999999999977,53.89999999999998
2021-02-09,946.9,951.5,943.2,944.8,945.0,2.8,0.0,146576.0,298795.0,H21,2021-03-30,49d,56.3,36.7,14.621428571428567,8.299999999999955,51.09999999999995
2021-02-10,949.0,950.3,942.5,950.0,949.5,4.5,0.0048,133907.0,300193.0,H21,2021-03-30,48d,54.6,34.8,13.914285714285702,7.7999999999999545,54.6
2021-02-11,952.8,953.0,933.3,934.8,937.6,-11.9,-0.0125,182393.0,304999.0,H21,2021-03-30,47d,58.8,36.9,14.128571428571417,19.700000000000045,49.00000000000004
2021-02-15,939.5,948.0,936.6,944.6,944.0,6.4,0.0068,129751.0,296315.0,H21,2021-03-30,43d,53.6,33.9,14.035714285714269,11.399999999999977,48.200000000000024
2021-02-16,947.0,948.9,941.4,943.6,944.7,0.7,0.0007,122274.0,298514.0,H21,2021-03-30,42d,51.8,31.6,12.892857142857126,7.5,45.40000000000002
2021-02-17,941.0,944.0,933.9,934.5,934.2,-10.5,-0.0111,166288.0,304809.0,H21,2021-03-30,41d,53.3,32.1,12.43571428571427,10.100000000000023,43.8
2021-02-18,934.0,938.3,929.2,933.3,933.2,-1.0,-0.0011,149288.0,308455.0,H21,2021-03-30,40d,50.5,29.8,12.057142857142837,9.099999999999909,42.200000000000045
2021-02-19,928.0,928.9,920.5,928.8,928.3,-4.9,-0.0053,145375.0,312449.0,H21,2021-03-30,39d,47.7,27.9,11.728571428571408,8.399999999999977,43.90000000000005
2021-02-22,927.0,929.0,908.6,912.9,913.1,-15.2,-0.0164,160714.0,320821.0,H21,2021-03-30,36d,49.5,29.0,11.771428571428553,20.399999999999977,37.39999999999998
2021-02-23,917.0,933.3,915.5,926.6,926.4,13.3,0.0146,202674.0,312951.0,H21,2021-03-30,35d,43.8,24.9,12.20714285714284,17.799999999999955,42.199999999999974
2021-02-24,929.5,932.3,916.5,924.5,924.6,-1.8,-0.0019,177059.0,300653.0,H21,2021-03-30,34d,42.2,23.5,12.178571428571404,15.799999999999955,41.7
2021-02-25,936.0,936.7,922.0,927.6,927.7,3.1,0.0034,189552.0,303965.0,H21,2021-03-30,33d,39.1,21.4,12.264285714285693,14.700000000000045,36.49999999999998
2021-03-01,918.9,932.6,917.2,930.0,929.7,2.0,0.0022,171569.0,307953.0,H21,2021-03-30,29d,40.3,21.3,12.44999999999998,15.399999999999977,35.3
2021-03-02,928.5,931.7,925.4,928.9,929.0,-0.7,-0.0008,145445.0,295109.0,H21,2021-03-30,28d,39.9,20.7,12.335714285714273,6.300000000000068,36.00000000000002
2021-03-03,931.0,963.4,931.0,963.0,962.4,33.4,0.04,220537.0,311130.0,H21,2021-03-30,27d,44.9,25.2,14.057142857142846,32.39999999999998,32.9
2021-03-04,955.0,958.3,946.7,953.7,953.3,-9.1,-0.0095,180556.0,296224.0,H21,2021-03-30,26d,39.9,22.5,14.328571428571413,11.599999999999909,36.19999999999995
2021-03-05,946.0,966.7,940.3,958.0,957.0,3.7,0.0039,255009.0,291449.0,H21,2021-03-30,25d,41.5,22.3,14.807142857142846,26.40000000000009,33.5
